,Geographic area,Indicator,Sex,Education Level,Wealth Quintile,Residence,Unit of measure,TIME_PERIOD,OBS_VALUE,DATA_SOURCE
262,Mali,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,37.91068,UIS
263,Mali,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,40.98841,UIS
264,Malta,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2017.0,0.23263,UIS
265,Marshall Islands,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,30.23203,UIS
266,Marshall Islands,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,29.33101,UIS
267,Marshall Islands,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,29.77184,UIS
268,Mauritania,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,21.24662,UIS
269,Mauritania,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,24.98444,UIS
270,Mauritania,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,23.1424,UIS
271,Mauritius,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2021.0,0.33244,UIS
272,Mexico,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.79265,UIS
273,Micronesia (Federated States of),Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,16.01495,UIS
274,Micronesia (Federated States of),Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,17.31298,UIS
275,Micronesia (Federated States of),Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,16.67838,UIS
276,Middle East and North Africa,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,6.11851,UIS
277,Middle East and North Africa,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,4.15392,UIS
278,Middle East and North Africa,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,5.11047,UIS
279,Mongolia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2015.0,3.25075,UIS
280,Mongolia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2015.0,1.87574,UIS
281,Mongolia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.61612,UIS
282,Montenegro,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2017.0,2.69724,UIS
283,Montenegro,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2017.0,2.85189,UIS
284,Montenegro,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.06794,UIS
285,Montserrat,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2014.0,15.17857,UIS
286,Montserrat,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2014.0,14.52282,UIS
287,Montserrat,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2016.0,2.74174,UIS
288,Morocco,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2017.0,2.55929,UIS
289,Morocco,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2017.0,2.25404,UIS
290,Morocco,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.44712,UIS
291,Mozambique,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,3.72295,UIS
292,Mozambique,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,1.08763,UIS
293,Mozambique,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.86715,UIS
294,Myanmar,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,1.9472,UIS
295,Namibia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,1.60896,UIS
296,Nauru,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,2.87206,UIS
297,Nauru,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,5.79897,UIS
298,Nauru,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,4.34501,UIS
299,Nepal,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2017.0,3.52287,UIS
300,Netherlands,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2017.0,0.53208,UIS
301,Netherlands,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2017.0,1.38737,UIS
302,Netherlands,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.4073,UIS
303,New Zealand,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2016.0,0.57012,UIS
304,New Zealand,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2016.0,1.32287,UIS
305,New Zealand,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,5e-05,UIS
306,Niger,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,44.90653,UIS
307,Niger,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,37.26941,UIS
308,Niger,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,41.02536,UIS
309,North America,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,0.41277,UIS
310,North America,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,1.35829,UIS
311,North America,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.89613,UIS
312,North Macedonia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,0.79233,UIS
313,North Macedonia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,0.61029,UIS
314,North Macedonia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,0.6982,UIS
315,Norway,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2014.0,0.11974,UIS
316,Norway,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2014.0,0.0459,UIS
317,Norway,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.00896,UIS
318,Oman,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,1.62877,UIS
319,Palau,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,3.93049,UIS
320,Panama,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,10.61598,UIS
321,Panama,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,10.40943,UIS
322,Panama,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,10.51048,UIS
323,Papua New Guinea,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2016.0,10.37539,UIS
324,Papua New Guinea,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2016.0,4.47794,UIS
325,Papua New Guinea,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2016.0,7.33083,UIS
326,Peru,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,1.41641,UIS
327,Philippines,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,3.90376,UIS
328,Philippines,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,3.23501,UIS
329,Philippines,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,3.56169,UIS
330,Poland,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.94869,UIS
331,Poland,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,1.32671,UIS
332,Poland,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,1.1425,UIS
333,Portugal,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2017.0,1.19776,UIS
334,Portugal,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2017.0,0.06078,UIS
335,Portugal,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.35709,UIS
336,Qatar,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,0.34761,UIS
337,Qatar,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,3.38704,UIS
338,Qatar,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,1.91902,UIS
339,Republic of Korea,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2018.0,0.94547,UIS
340,Republic of Korea,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2018.0,0.90376,UIS
341,Republic of Korea,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.00993,UIS
342,Republic of Moldova,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,0.79093,UIS
343,Romania,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,12.76272,UIS
344,Romania,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,12.60757,UIS
345,Romania,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,12.68297,UIS
346,Russian Federation,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2016.0,0.20568,UIS
347,Russian Federation,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2016.0,0.96317,UIS
348,Russian Federation,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.07131,UIS
349,Rwanda,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2019.0,6.19648,UIS
350,Rwanda,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2019.0,6.48784,UIS
351,Rwanda,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,6.34215,UIS
352,Saint Kitts and Nevis,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2016.0,1.0811,UIS
353,Saint Lucia,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,0.58247,UIS
354,Saint Lucia,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,5.83989,UIS
355,Saint Lucia,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,3.24603,UIS
356,Saint Vincent and the Grenadines,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2019.0,0.36232,UIS
357,Samoa,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2018.0,1.28989,UIS
358,San Marino,Out-of-school rate for children of primary school age (administrative data),Female,,,,%,2020.0,5.07426,UIS
359,San Marino,Out-of-school rate for children of primary school age (administrative data),Male,,,,%,2020.0,2.45041,UIS
360,San Marino,Out-of-school rate for children of primary school age (administrative data),Total,,,,%,2020.0,3.72372,UIS
